"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2017","116.96","116.88","117.69","116.88","277.62K","0.07%"
"02/28/2017","116.88","117.69","117.69","116.88","75.42K","-0.69%"
"02/27/2017","117.69","117.69","118.02","117.69","140.20K","0.07%"
"02/23/2017","117.61","117.69","118.02","116.96","5.32K","0.62%"
"02/22/2017","116.88","116.55","116.96","116.55","212.40K","0.08%"
"02/21/2017","116.79","116.06","116.79","116.06","209.17K","0.49%"
"02/20/2017","116.22","116.47","116.88","116.06","2.13K","0.14%"
"02/17/2017","116.06","116.47","116.47","116.06","9.01K","-0.70%"
"02/16/2017","116.88","116.88","117.28","116.79","1.89K","0.00%"
"02/15/2017","116.88","116.14","116.88","116.14","47.26K","0.71%"
"02/14/2017","116.06","116.06","116.88","116.06","107.24K","0.00%"
"02/13/2017","116.06","115.24","116.06","114.51","85.90K","1.35%"
"02/09/2017","114.51","114.42","115.24","114.42","181.60K","0.00%"
"02/08/2017","114.51","115.81","116.06","114.42","6.68K","-1.34%"
"02/07/2017","116.06","116.88","116.88","115.89","4.41K","-2.07%"
"02/06/2017","118.51","117.69","118.51","117.61","70.47K","-0.13%"
"02/03/2017","118.67","119.49","119.49","118.51","43.80K","-0.34%"
"02/02/2017","119.08","118.43","119.25","117.61","55.85K","1.81%"
"02/01/2017","116.96","118.43","118.43","116.88","17.41K","-1.31%"
"01/31/2017","118.51","118.92","118.92","118.10","30.43K","-0.07%"
"01/30/2017","118.59","116.88","121.37","116.88","39.57K","2.18%"
"01/27/2017","116.06","116.06","116.06","116.06","11.48K","0.00%"
"01/26/2017","116.06","115.81","116.06","115.81","3.77K","0.07%"
"01/25/2017","115.98","115.65","116.06","115.24","1.51K","-0.07%"
"01/24/2017","116.06","115.40","116.06","115.24","111.48K","0.00%"
"01/23/2017","116.06","115.24","116.06","115.24","157.06K","-0.07%"
"01/20/2017","116.14","114.42","117.69","114.42","16.18K","1.50%"
"01/19/2017","114.42","114.42","114.83","114.42","3.91K","0.00%"
"01/18/2017","114.42","114.42","114.83","114.42","48.32K","0.28%"
"01/17/2017","114.10","114.51","115.24","114.01","29.94K","-0.28%"
"01/16/2017","114.42","116.79","116.79","114.42","34.60K","-1.41%"
"01/13/2017","116.06","116.06","116.06","114.42","1.05M","0.00%"
"01/11/2017","116.06","114.59","116.06","114.59","29.99K","1.43%"
"01/10/2017","114.42","114.83","115.65","114.42","86.43K","-1.35%"
"01/09/2017","115.98","116.06","116.06","115.24","56.38K","-0.42%"
"01/06/2017","116.47","116.06","116.47","115.65","100.56K","0.42%"
"01/05/2017","115.98","116.47","116.47","115.73","125.48K","-0.77%"
"01/04/2017","116.88","116.88","116.88","116.88","0.13K","-0.34%"
"01/03/2017","117.28","116.88","118.10","116.79","3.09K","0.14%"
"01/02/2017","117.12","117.69","117.69","116.88","4.61K","-1.17%"
"12/30/2016","118.51","118.51","118.51","117.69","52.96K","0.00%"
"12/29/2016","118.51","118.51","118.51","118.51","199.59K","0.00%"
"12/28/2016","118.51","118.43","119.33","118.10","941.01K","2.11%"
"12/27/2016","116.06","117.69","117.69","115.65","67.11K","0.29%"
"12/23/2016","115.73","115.65","116.06","115.65","2.71K","0.21%"
"12/22/2016","115.49","116.47","117.69","115.24","7.96K","-1.19%"
"12/21/2016","116.88","117.69","117.69","116.88","9.84K","1.13%"
"12/20/2016","115.57","116.88","118.51","114.67","981.65K","-1.53%"
"12/19/2016","117.37","118.51","118.51","117.37","4.63K","-0.96%"
"12/16/2016","118.51","118.18","118.67","118.10","653.05K","0.00%"
"12/15/2016","118.51","116.88","118.59","116.88","594.95K","0.07%"
"12/14/2016","118.43","118.51","118.51","118.10","359.06K","0.28%"
"12/09/2016","118.10","118.51","119.33","117.69","152.11K","0.77%"
"12/08/2016","117.20","117.04","117.69","116.88","41.82K","0.27%"
"12/07/2016","116.88","116.88","117.69","116.88","71.66K","-0.69%"
"12/06/2016","117.69","117.69","117.69","116.88","1.63M","-0.07%"
"12/05/2016","117.77","117.69","117.94","116.06","82.33K","1.33%"
"12/02/2016","116.22","116.06","118.10","115.40","756.65K","0.14%"
"12/01/2016","116.06","114.83","118.51","114.83","1.35M","1.43%"
"11/30/2016","114.42","114.83","114.83","114.42","298.01K","0.00%"
"11/29/2016","114.42","113.61","114.51","113.61","589.13K","0.43%"
"11/28/2016","113.93","115.24","115.24","113.20","26.64K","-1.00%"
"11/25/2016","115.08","116.06","116.06","114.51","10.27K","-0.14%"
"11/24/2016","115.24","116.79","116.79","115.24","16.67K","-0.71%"
"11/23/2016","116.06","115.57","116.88","115.57","16.19K","0.71%"
"11/22/2016","115.24","115.24","115.65","114.51","88.60K","-0.35%"
"11/21/2016","115.65","115.65","116.06","114.42","901.93K","-0.35%"
"11/18/2016","116.06","116.88","117.69","116.06","17.71K","-0.70%"
"11/17/2016","116.88","115.65","118.10","115.65","97.05K","1.35%"
"11/16/2016","115.32","119.33","119.49","115.24","81.11K","-4.66%"
"11/15/2016","120.96","120.88","120.96","119.33","93.10K","0.00%"
"11/11/2016","120.96","121.70","121.70","120.14","3.55K","0.00%"
"11/10/2016","120.96","121.70","121.70","120.96","172.96K","0.41%"
"11/09/2016","120.47","121.78","121.78","120.14","25.48K","-1.08%"
"11/08/2016","121.78","122.60","122.60","120.96","64.05K","-0.86%"
"11/07/2016","122.84","124.15","124.15","122.68","75.53K","-0.46%"
"11/04/2016","123.41","123.41","124.07","123.41","68.18K","0.00%"
"11/03/2016","123.41","123.41","123.82","123.17","118.31K","0.66%"
"11/02/2016","122.60","118.51","123.01","118.51","655.15K","1.90%"
"11/01/2016","120.31","116.88","121.70","116.88","40.80K","2.30%"
"10/31/2016","117.61","118.51","118.67","114.51","100.46K","-0.48%"
"10/28/2016","118.18","119.90","119.90","118.18","17.41K","-1.10%"
"10/27/2016","119.49","120.14","120.14","119.33","1.17K","-0.54%"
"10/26/2016","120.14","120.39","120.39","119.90","120.09K","0.00%"
"10/25/2016","120.14","120.39","120.39","119.57","40.62K","0.00%"
"10/24/2016","120.14","120.14","120.31","118.92","291.47K","0.00%"
"10/21/2016","120.14","120.14","120.88","120.14","132.72K","0.00%"
"10/20/2016","120.14","120.14","120.88","120.14","186.30K","0.33%"
"10/19/2016","119.74","120.14","120.14","119.33","166.27K","0.41%"
"10/18/2016","119.25","119.33","119.33","117.69","66.84K","-0.07%"
"10/17/2016","119.33","119.33","120.14","118.92","13.23K","-1.35%"
"10/14/2016","120.96","120.88","120.96","119.00","264.33K","0.20%"
"10/13/2016","120.72","121.37","121.37","119.33","107.84K","-0.47%"
"10/12/2016","121.29","121.37","121.37","120.96","4.53K","-0.53%"
"10/11/2016","121.94","121.13","122.68","119.74","253.48K","0.47%"
"10/10/2016","121.37","120.96","121.78","120.80","29.34K","0.00%"
"10/07/2016","121.37","119.65","123.25","119.65","210.75K","1.78%"
"10/06/2016","119.25","119.74","119.74","118.51","47.05K","-0.20%"
"10/05/2016","119.49","120.14","120.14","118.51","64.98K","0.83%"
"10/04/2016","118.51","120.96","120.96","118.51","153.91K","-1.43%"
"10/03/2016","120.23","118.10","120.96","117.77","151.94K","2.16%"
"09/30/2016","117.69","116.88","118.10","116.88","135.31K","0.69%"
"09/29/2016","116.88","116.06","117.28","116.06","150.95K","0.71%"
"09/28/2016","116.06","115.24","116.14","114.51","162.88K","1.43%"
"09/27/2016","114.42","114.42","114.83","114.42","97.98K","-0.08%"
"09/26/2016","114.51","114.42","115.24","114.42","25.26K","0.08%"
"09/23/2016","114.42","114.42","115.24","114.42","56.49K","0.00%"
"09/22/2016","114.42","115.24","115.24","114.42","89.22K","0.00%"
"09/21/2016","114.42","114.34","115.24","114.10","684.07K","0.07%"
"09/20/2016","114.34","115.65","115.65","114.26","16.40K","-1.13%"
"09/19/2016","115.65","116.79","116.79","114.42","10.81K","-0.42%"
"09/15/2016","116.14","116.14","116.47","116.06","31.09K","0.07%"
"09/14/2016","116.06","114.34","116.14","113.52","1.19M","1.43%"
"09/13/2016","114.42","113.12","114.42","113.12","48.17K","0.79%"
"09/09/2016","113.52","113.77","113.77","113.20","39.81K","0.65%"
"09/08/2016","112.79","114.26","114.26","112.05","44.74K","-0.07%"
"09/07/2016","112.87","113.85","114.26","112.79","131.77K","-0.65%"
"09/06/2016","113.61","113.03","114.26","112.79","149.84K","0.51%"
"09/05/2016","113.03","113.44","113.61","112.38","164.18K","-0.15%"
"09/02/2016","113.20","113.20","113.61","112.79","26.41K","0.07%"
"09/01/2016","113.12","114.26","114.26","112.79","27.37K","-0.35%"
"08/31/2016","113.52","113.85","114.01","112.79","697.85K","0.65%"
"08/30/2016","112.79","114.26","114.26","112.79","8.09K","-0.86%"
"08/29/2016","113.77","112.79","114.42","111.97","351.57K","0.65%"
"08/26/2016","113.03","114.42","114.42","112.79","34.23K","-1.21%"
"08/25/2016","114.42","114.42","114.51","114.42","92.98K","0.00%"
"08/24/2016","114.42","114.42","116.06","114.42","142.90K","0.00%"
"08/23/2016","114.42","114.26","114.42","113.28","310.72K","0.21%"
"08/22/2016","114.18","114.18","114.34","114.01","112.87K","0.36%"
"08/19/2016","113.77","114.01","114.34","113.20","182.45K","0.14%"
"08/18/2016","113.61","111.97","114.26","111.97","187.08K","1.46%"
"08/16/2016","111.97","111.48","112.14","111.48","56.15K","0.44%"
"08/15/2016","111.48","110.42","112.38","110.34","107.85K","0.96%"
"08/12/2016","110.42","110.34","111.15","110.34","16.32K","-0.30%"
"08/11/2016","110.75","110.34","111.15","110.34","72.89K","-0.44%"
"08/10/2016","111.24","111.15","111.48","111.15","25.45K","0.30%"
"08/09/2016","110.91","111.56","111.56","110.34","28.08K","-0.22%"
"08/08/2016","111.15","111.56","112.79","110.42","62.72K","-0.73%"
"08/05/2016","111.97","113.52","113.61","111.97","17.41K","0.00%"
"08/04/2016","111.97","113.61","114.42","111.97","83.90K","-1.79%"
"08/03/2016","114.01","111.97","114.42","111.97","293.94K","1.45%"
"08/02/2016","112.38","110.34","113.52","110.26","404.90K","2.61%"
"08/01/2016","109.52","106.66","110.34","106.66","1.12M","3.08%"
"07/29/2016","106.25","105.43","106.66","105.43","62.38K","0.08%"
"07/28/2016","106.17","105.02","106.25","104.21","134.13K","1.10%"
"07/27/2016","105.02","105.84","105.84","105.02","26.63K","-0.55%"
"07/26/2016","105.60","106.25","106.25","105.43","8.19K","0.09%"
"07/25/2016","105.51","106.25","106.25","105.43","14.84K","-0.70%"
"07/22/2016","106.25","106.09","106.25","106.09","292.85K","0.00%"
"07/21/2016","106.25","105.11","106.25","105.02","33.02K","0.00%"
"07/20/2016","106.25","105.43","106.66","105.02","69.41K","1.17%"
"07/18/2016","105.02","105.84","105.92","104.70","2.10K","-0.77%"
"07/15/2016","105.84","105.43","106.25","105.43","126.29K","0.15%"
"07/14/2016","105.68","106.25","106.25","105.43","185.67K","-0.15%"
"07/13/2016","105.84","105.02","105.84","105.02","318.44K","1.09%"
"07/12/2016","104.70","103.80","105.02","103.80","58.42K","1.42%"
"07/11/2016","103.23","101.92","104.62","101.76","87.41K","1.85%"
"07/08/2016","101.35","100.53","101.35","99.47","161.20K","1.64%"
"07/07/2016","99.71","99.14","100.53","99.06","18.30K","0.41%"
"07/05/2016","99.30","98.89","99.30","98.49","195.07K","0.41%"
"07/04/2016","98.89","99.71","99.71","98.16","48.25K","0.00%"
"07/01/2016","98.89","99.22","99.71","98.89","446.73K","-0.58%"
"06/30/2016","99.47","99.71","100.45","99.14","23.17K","0.33%"
"06/29/2016","99.14","101.35","101.35","98.98","13.43K","-0.57%"
"06/28/2016","99.71","99.71","99.71","99.22","440.91K","0.16%"
"06/27/2016","99.55","101.10","101.10","98.89","952.96K","-0.90%"
"06/24/2016","100.45","100.53","101.35","100.12","210.76K","-0.89%"
"06/23/2016","101.35","102.57","102.98","101.35","80.88K","-0.79%"
"06/22/2016","102.16","103.80","103.80","101.35","1.07M","-1.27%"
"06/21/2016","103.47","104.04","104.62","103.39","62.73K","-0.55%"
"06/20/2016","104.04","103.96","104.78","103.88","10.38K","-0.32%"
"06/17/2016","104.37","103.39","105.35","102.98","160.27K","1.27%"
"06/16/2016","103.06","105.76","105.76","102.65","151.49K","-2.63%"
"06/15/2016","105.84","105.92","106.17","105.84","39.27K","-0.08%"
"06/14/2016","105.92","106.17","106.17","105.84","13.70K","0.08%"
"06/13/2016","105.84","105.43","106.17","105.43","18.60K","0.23%"
"06/10/2016","105.60","106.25","106.25","105.60","1.35K","0.00%"
"06/09/2016","105.60","105.43","105.84","105.43","315.40K","0.16%"
"06/08/2016","105.43","105.51","105.84","105.43","41.93K","0.00%"
"06/07/2016","105.43","105.84","105.84","105.02","20.77K","0.54%"
"06/06/2016","104.86","104.94","105.84","104.62","12.36K","0.23%"
"06/03/2016","104.62","105.35","105.35","104.53","52.98K","-0.38%"
"06/02/2016","105.02","104.62","105.02","104.53","425.42K","0.38%"
"06/01/2016","104.62","104.62","105.35","104.21","570.65K","0.16%"
"05/31/2016","104.45","105.43","105.84","104.21","184.20K","-0.93%"
"05/30/2016","105.43","106.25","106.25","105.43","56.75K","-0.77%"
"05/27/2016","106.25","106.66","106.66","106.25","3.85M","-0.38%"
"05/26/2016","106.66","107.07","107.07","106.58","1.88M","0.00%"
"05/25/2016","106.66","107.48","107.48","106.58","92.40K","-0.38%"
"05/24/2016","107.07","107.07","107.48","106.74","2.69M","0.00%"
"05/20/2016","107.07","107.23","107.89","106.82","26.99K","0.23%"
"05/19/2016","106.82","107.56","107.89","106.74","56.04K","-0.61%"
"05/18/2016","107.48","107.07","107.89","106.66","1.25M","0.92%"
"05/17/2016","106.50","108.78","108.95","106.33","105.18K","-2.02%"
"05/16/2016","108.70","108.29","108.78","108.29","44.86K","0.75%"
"05/13/2016","107.89","107.89","107.97","107.39","74.78K","0.47%"
"05/12/2016","107.39","107.07","107.89","106.25","2.55M","1.07%"
"05/11/2016","106.25","109.11","109.11","106.25","1.95M","-2.18%"
"05/10/2016","108.62","107.97","108.70","107.89","40.42K","0.30%"
"05/09/2016","108.29","108.70","108.70","107.89","37.68K","0.00%"
"05/06/2016","108.29","109.11","109.11","108.29","691.61K","-0.30%"
"05/05/2016","108.62","108.62","108.70","107.89","150.54K","0.15%"
"05/04/2016","108.46","108.70","109.11","108.29","237.70K","-0.22%"
"05/03/2016","108.70","107.89","108.70","107.89","202.27K","1.76%"
"04/29/2016","106.82","106.25","107.07","106.25","262.94K","0.61%"
"04/28/2016","106.17","107.89","107.89","105.84","210.15K","-1.59%"
"04/27/2016","107.89","107.07","107.89","107.07","229.28K","0.77%"
"04/26/2016","107.07","107.89","107.89","106.66","171.69K","0.00%"
"04/25/2016","107.07","108.70","108.70","106.99","143.99K","-1.50%"
"04/22/2016","108.70","108.38","109.11","108.29","43.33K","0.38%"
"04/20/2016","108.29","107.89","108.70","107.48","4.16K","0.37%"
"04/19/2016","107.89","108.70","108.70","107.23","50.03K","-0.07%"
"04/18/2016","107.97","110.34","110.34","107.07","20.64K","1.15%"
"04/15/2016","106.74","110.34","110.34","106.25","128.40K","-2.90%"
"04/12/2016","109.93","109.52","110.34","109.44","72.20K","0.37%"
"04/11/2016","109.52","109.93","109.93","108.38","292.56K","-0.07%"
"04/08/2016","109.60","107.89","111.15","107.89","66.05K","1.58%"
"04/07/2016","107.89","104.70","107.89","104.70","177.43K","1.62%"
"04/06/2016","106.17","103.88","106.17","103.80","71.37K","1.17%"
"04/05/2016","104.94","102.49","106.25","102.00","176.46K","2.88%"
"04/04/2016","102.00","101.35","102.25","100.94","41.13K","0.97%"
"04/01/2016","101.02","98.89","101.76","98.89","5.30K","-0.10%"
"03/31/2016","101.12","99.91","101.44","99.83","56.01K","1.54%"
"03/30/2016","99.59","98.54","99.91","98.46","16.58K","0.74%"
"03/29/2016","98.86","98.30","99.10","97.49","239.49K","0.57%"
"03/28/2016","98.30","98.30","98.70","97.81","25.33K","0.25%"
"03/24/2016","98.05","98.30","99.10","97.49","22.22K","0.57%"
"03/23/2016","97.49","97.89","98.30","96.85","430.82K","-0.49%"
"03/21/2016","97.97","96.69","98.30","96.69","16.54K","1.32%"
"03/18/2016","96.69","96.69","97.89","96.69","147.10K","0.00%"
"03/17/2016","96.69","98.30","98.30","96.69","1.49M","0.00%"
"03/16/2016","96.69","96.69","98.14","96.69","1.97M","-0.08%"
"03/15/2016","96.77","97.09","98.22","96.69","1.78M","-1.22%"
"03/14/2016","97.97","98.30","98.54","97.49","347.11K","-0.34%"
"03/11/2016","98.30","98.30","98.30","95.07","4.79K","4.10%"
"03/10/2016","94.43","94.35","95.07","93.06","1.65M","0.08%"
"03/09/2016","94.35","97.49","98.30","92.66","1.27M","-4.95%"
"03/08/2016","99.26","99.91","99.91","98.30","140.18K","-0.65%"
"03/04/2016","99.91","100.71","100.71","99.91","162.16K","0.00%"
"03/03/2016","99.91","100.31","100.71","99.91","824.49K","0.00%"
"03/02/2016","99.91","99.91","100.31","99.75","175.15K","-0.08%"
"03/01/2016","99.99","100.71","100.71","99.91","26.30K","-0.64%"
"02/29/2016","100.63","100.71","100.71","100.63","253.83K","-0.08%"
"02/26/2016","100.71","100.71","100.71","100.31","88.21K","0.24%"
"02/25/2016","100.47","101.12","101.12","100.23","152.73K","0.00%"
"02/24/2016","100.47","100.71","100.71","100.39","29.03K","-0.24%"
"02/23/2016","100.71","100.71","100.87","100.71","17.12K","0.00%"
"02/19/2016","100.71","99.91","100.71","99.26","64.40K","1.46%"
"02/18/2016","99.26","100.71","100.71","99.10","156.34K","-0.73%"
"02/17/2016","99.99","100.47","100.71","99.91","173.27K","-0.56%"
"02/16/2016","100.55","100.71","100.71","100.55","171.52K","-0.16%"
"02/15/2016","100.71","102.33","102.33","99.91","784.50K","0.00%"
"02/12/2016","100.71","102.33","103.13","100.31","120.23K","-1.58%"
"02/11/2016","102.33","103.13","103.13","102.33","53.87K","-1.40%"
"02/10/2016","103.78","104.42","104.74","103.13","57.46K","-0.84%"
"02/09/2016","104.66","104.74","104.74","104.42","3.67K","-0.08%"
"02/08/2016","104.74","104.74","105.06","104.66","38.42K","0.61%"
"02/05/2016","104.10","104.66","104.74","103.94","40.09K","0.00%"
"02/03/2016","104.10","104.74","104.74","103.53","92.77K","-0.61%"
"02/02/2016","104.74","104.74","105.55","104.34","527.99K","0.00%"
"02/01/2016","104.74","102.73","104.74","102.73","7.82K","2.28%"
"01/29/2016","102.41","104.66","104.66","102.33","244.39K","0.08%"
"01/28/2016","102.33","103.21","104.66","102.33","246.71K","0.00%"
"01/27/2016","102.33","103.94","103.94","102.33","186.02K","-1.08%"
"01/26/2016","103.45","104.74","104.74","103.13","28.41K","-0.47%"
"01/25/2016","103.94","105.55","105.95","103.94","17.68K","-0.76%"
"01/22/2016","104.74","103.94","107.16","103.94","147.30K","2.36%"
"01/21/2016","102.33","103.13","103.13","101.28","153.09K","1.20%"
"01/20/2016","101.12","104.74","104.74","100.71","150.35K","-1.95%"
"01/19/2016","103.13","103.94","103.94","102.33","403.34K","-0.86%"
"01/18/2016","104.02","104.34","104.82","103.94","148.25K","-0.69%"
"01/14/2016","104.74","107.88","107.88","104.58","394.91K","-2.91%"
"01/13/2016","107.88","108.77","108.85","107.56","2.61M","-0.82%"
"01/12/2016","108.77","111.19","111.19","108.77","191.60K","-1.89%"
"01/11/2016","110.87","112.40","112.40","110.78","273.38K","-1.22%"
"01/08/2016","112.24","112.15","112.40","111.83","57.04K","0.08%"
"01/07/2016","112.15","112.40","112.72","112.15","159.90K","-0.22%"
"01/06/2016","112.40","111.99","112.72","111.99","563.03K","0.37%"
"01/05/2016","111.99","112.80","112.80","111.59","65.31K","0.00%"
"01/04/2016","111.99","113.28","114.41","111.99","1.09M","-0.86%"
"12/31/2015","112.96","112.80","113.28","112.72","287.70K","0.14%"
"12/30/2015","112.80","112.80","112.80","112.72","751.36K","0.00%"
"12/29/2015","112.80","114.01","114.01","112.80","1.36M","0.00%"
"12/28/2015","112.80","114.41","114.41","112.80","217.52K","-1.06%"
"12/23/2015","114.01","114.17","114.33","114.01","147.37K","-0.28%"
"12/22/2015","114.33","114.41","114.41","114.01","179.58K","-0.07%"
"12/21/2015","114.41","114.41","114.41","114.01","161.72K","0.07%"
"12/18/2015","114.33","114.41","115.06","114.17","209.09K","-0.07%"
"12/17/2015","114.41","114.33","115.94","114.25","324.55K","0.00%"
"12/16/2015","114.41","116.02","116.02","114.33","171.24K","0.00%"
"12/15/2015","114.41","114.41","114.41","113.85","106.35K","0.00%"
"12/14/2015","114.41","113.77","114.73","113.77","1.55M","0.35%"
"12/11/2015","114.01","114.01","114.73","113.60","4.43M","0.28%"
"12/10/2015","113.69","113.20","114.73","113.04","213.76K","0.58%"
"12/09/2015","113.04","112.96","114.01","112.72","782.40K","-0.14%"
"12/08/2015","113.20","113.69","114.01","113.04","284.07K","-0.50%"
"12/07/2015","113.77","114.01","114.25","113.60","14.14K","-0.21%"
"12/04/2015","114.01","114.41","114.41","113.69","728.88K","0.07%"
"12/03/2015","113.93","114.41","116.02","113.60","439.86K","0.50%"
"12/02/2015","113.36","112.88","113.60","112.80","312.60K","0.35%"
"12/01/2015","112.96","113.20","113.69","112.88","262.41K","-0.07%"
"11/30/2015","113.04","116.83","116.83","112.80","481.27K","-3.24%"
"11/27/2015","116.83","117.63","117.63","116.83","389.05K","-0.61%"
"11/26/2015","117.55","117.63","120.86","117.23","240.10K","0.20%"
"11/24/2015","117.31","121.66","121.66","116.83","229.91K","-3.58%"
"11/23/2015","121.66","122.47","122.47","121.66","87.74K","-0.33%"
"11/20/2015","122.06","122.47","122.47","121.98","51.69K","-0.33%"
"11/19/2015","122.47","122.06","122.87","121.90","330.49K","0.34%"
"11/18/2015","122.06","122.47","122.47","122.06","24.63K","-0.98%"
"11/17/2015","123.27","122.47","123.27","122.47","157.38K","1.19%"
"11/16/2015","121.82","123.27","124.88","120.86","156.08K","-1.18%"
"11/13/2015","123.27","121.66","123.27","121.66","35.17K","-0.65%"
"11/12/2015","124.08","124.48","124.72","124.08","8.89K","-0.64%"
"11/11/2015","124.88","124.08","124.88","124.08","65.15K","-0.64%"
"11/09/2015","125.69","125.69","125.69","124.88","995.50K","0.00%"
"11/06/2015","125.69","128.91","128.91","125.53","374.36K","-0.06%"
"11/05/2015","125.77","125.69","127.30","125.29","22.96K","0.06%"
"11/04/2015","125.69","127.30","127.30","125.29","381.27K","-1.26%"
"11/03/2015","127.30","128.91","128.91","126.90","3.85K","-0.13%"
"11/02/2015","127.46","125.85","128.11","125.85","0.43K","1.28%"
"10/30/2015","125.85","126.50","127.30","125.69","99.26K","-0.39%"
"10/29/2015","126.34","128.91","128.91","125.69","285.66K","-1.38%"
"10/28/2015","128.11","128.91","128.91","127.30","340.81K","-0.44%"
"10/26/2015","128.67","128.91","128.91","128.11","97.36K","-0.12%"
"10/23/2015","128.83","128.75","128.91","128.75","77.25K","0.00%"
"10/22/2015","128.83","130.44","130.52","128.11","143.39K","-1.17%"
"10/21/2015","130.36","129.72","130.93","128.91","380.11K","1.00%"
"10/20/2015","129.07","128.11","130.28","128.03","66.78K","1.39%"
"10/19/2015","127.30","126.90","127.30","126.50","120.66K","0.32%"
"10/16/2015","126.90","126.34","127.30","126.34","25.29K","0.44%"
"10/15/2015","126.34","125.61","128.11","125.53","4.91K","0.52%"
"10/14/2015","125.69","126.90","126.90","125.69","38.39K","-1.20%"
"10/13/2015","127.22","126.50","130.44","125.29","218.32K","0.57%"
"10/12/2015","126.50","126.50","128.91","126.50","340.61K","0.00%"
"10/09/2015","126.50","126.50","126.90","126.50","399.93K","0.45%"
"10/08/2015","125.93","126.90","126.90","125.69","362.99K","-1.08%"
"10/07/2015","127.30","128.43","128.91","127.30","102.01K","-1.13%"
"10/06/2015","128.75","130.52","130.52","128.43","191.36K","0.37%"
"10/05/2015","128.27","128.91","129.72","127.30","190.16K","-0.50%"
"10/02/2015","128.91","128.91","129.72","128.83","113.27K","0.12%"
"10/01/2015","128.75","128.51","129.64","128.51","749.29K","0.50%"
"09/30/2015","128.11","130.52","130.52","127.30","297.69K","-1.79%"
"09/29/2015","130.44","131.65","131.65","130.20","153.00K","-0.92%"
"09/28/2015","131.65","132.94","132.94","130.52","214.55K","-0.91%"
"09/25/2015","132.86","132.94","132.94","132.78","74.18K","0.00%"
"09/23/2015","132.86","132.94","132.94","132.86","64.25K","-0.06%"
"09/22/2015","132.94","132.94","133.02","132.14","101.15K","0.00%"
"09/21/2015","132.94","133.02","133.75","132.94","12.55K","-0.61%"
"09/18/2015","133.75","132.94","133.75","132.94","624.29K","0.12%"
"09/17/2015","133.59","134.96","134.96","132.94","196.16K","0.43%"
"09/16/2015","133.02","134.55","135.36","132.94","11.13K","-1.67%"
"09/15/2015","135.28","135.36","136.16","132.94","364.78K","-0.06%"
"09/14/2015","135.36","135.36","135.92","134.55","567.59K","1.14%"
"09/11/2015","133.83","134.71","134.71","133.75","36.63K","-0.54%"
"09/10/2015","134.55","134.55","134.55","133.75","104.98K","-0.19%"
"09/09/2015","134.80","133.75","135.36","133.75","11.65K","0.85%"
"09/08/2015","133.67","135.36","135.36","133.34","17.43K","-1.25%"
"09/07/2015","135.36","136.57","136.57","134.96","654.94K","-0.89%"
"09/04/2015","136.57","138.58","138.58","136.57","37.00K","-0.88%"
"09/03/2015","137.78","137.05","137.78","137.05","164.10K","0.00%"
"09/02/2015","137.78","138.66","138.66","136.65","180.67K","-0.93%"
"09/01/2015","139.07","140.11","140.19","138.90","53.85K","-0.80%"
"08/31/2015","140.19","139.79","140.19","139.39","697.64K","0.29%"
"08/28/2015","139.79","138.58","140.19","138.50","66.42K","1.82%"
"08/27/2015","137.29","137.05","138.58","136.16","87.58K","0.23%"
"08/26/2015","136.97","136.16","137.78","136.16","296.93K","0.41%"
"08/25/2015","136.41","136.33","137.78","135.36","187.27K","-0.81%"
"08/24/2015","137.53","141.40","141.40","136.89","2.74M","-2.46%"
"08/21/2015","141.00","139.87","141.08","139.79","390.27K","0.75%"
"08/20/2015","139.95","140.60","140.60","139.79","35.00K","-0.52%"
"08/19/2015","140.68","141.00","141.00","140.19","180.57K","-0.06%"
"08/18/2015","140.76","141.40","141.40","140.19","161.10K","-0.11%"
"08/17/2015","140.92","140.19","141.00","140.19","172.57K","0.00%"
"08/14/2015","140.92","140.19","141.00","138.58","162.74K","1.63%"
"08/13/2015","138.66","139.79","140.19","138.58","49.60K","-0.69%"
"08/12/2015","139.63","140.68","140.68","138.98","3.90M","-0.29%"
"08/11/2015","140.03","138.74","140.19","137.78","261.65K","0.87%"
"08/10/2015","138.82","138.98","139.39","138.74","10.01K","-0.24%"
"08/07/2015","139.15","138.58","139.39","137.78","158.65K","0.41%"
"08/06/2015","138.58","138.58","139.39","138.58","40.12K","0.29%"
"08/05/2015","138.18","137.78","138.98","137.78","135.55K","0.59%"
"08/04/2015","137.37","136.97","137.78","136.97","31.69K","-0.30%"
"08/03/2015","137.78","137.78","138.58","137.78","47.59K","0.00%"
"07/30/2015","137.78","137.37","139.39","137.37","340.24K","0.53%"
"07/29/2015","137.05","136.97","137.78","136.97","64.78K","0.06%"
"07/28/2015","136.97","136.89","137.29","136.73","36.85K","0.29%"
"07/27/2015","136.57","136.97","136.97","135.76","150.89K","-0.29%"
"07/24/2015","136.97","135.36","136.97","135.36","137.99K","1.01%"
"07/23/2015","135.60","135.36","136.16","135.36","97.08K","0.12%"
"07/22/2015","135.44","134.15","136.41","134.15","142.13K","0.66%"
"07/21/2015","134.55","135.36","135.36","134.55","4.70K","-0.66%"
"07/20/2015","135.44","136.57","136.57","134.55","14.02K","-0.83%"
"07/17/2015","136.57","136.97","136.97","135.52","153.82K","-0.23%"
"07/16/2015","136.89","136.57","137.78","135.44","920.21K","1.92%"
