"Date","Price","Open","High","Low","Vol.","Change %"
"06/18/2020","60.67","60.84","61.71","60.50","4.81M","-0.15%"
"06/17/2020","60.76","59.98","61.28","59.98","3.96M","1.61%"
"06/16/2020","59.80","59.80","60.06","59.11","479.16K","1.17%"
"06/15/2020","59.11","60.06","60.84","58.93","549.23K","-1.15%"
"06/12/2020","59.80","58.41","60.41","57.89","1.95M","2.08%"
"06/11/2020","58.58","57.80","59.02","57.63","2.92M","2.90%"
"06/10/2020","56.93","57.54","58.15","56.50","3.27M","0.46%"
"06/09/2020","56.67","55.63","58.15","55.63","4.37M","2.68%"
"06/08/2020","55.19","55.19","55.63","55.11","2.53M","1.27%"
"06/04/2020","54.50","54.76","54.85","54.33","116.95K","-0.47%"
"06/03/2020","54.76","54.33","55.63","54.33","1.10M","1.13%"
"06/02/2020","54.15","54.76","54.76","53.89","513.15K","1.14%"
"06/01/2020","53.54","54.85","54.85","52.93","1.09M","-2.23%"
"05/29/2020","54.76","56.24","56.24","53.98","1.68M","-2.77%"
"05/28/2020","56.32","55.63","56.50","55.63","1.77M","1.24%"
"05/27/2020","55.63","55.63","56.59","52.59","1.26M","0.16%"
"05/26/2020","55.54","59.98","59.98","55.54","3.10M","-6.17%"
"05/22/2020","59.19","61.71","62.50","57.80","5.10M","-3.00%"
"05/21/2020","61.02","56.50","62.15","56.50","6.74M","13.04%"
"05/20/2020","53.98","51.28","55.63","51.28","3.95M","7.81%"
"05/19/2020","50.07","49.55","51.28","49.46","6.71M","2.69%"
"05/18/2020","48.76","48.50","49.63","48.50","3.57M","2.37%"
"05/15/2020","47.63","45.20","47.81","43.98","2.22M","9.37%"
"05/14/2020","43.55","49.55","50.85","43.46","67.25M","-9.55%"
"05/13/2020","48.15","49.55","51.28","47.81","3.28M","0.54%"
"05/12/2020","47.89","46.94","49.55","46.94","1.23M","0.17%"
"05/11/2020","47.81","47.81","47.81","46.94","23.74K","-8.48%"
"03/20/2020","52.24","58.24","58.24","51.80","1.62M","-16.64%"
"03/13/2020","62.67","64.32","64.32","60.84","1.27M","-3.87%"
"03/12/2020","65.19","67.54","67.54","64.32","1.00M","-3.85%"
"03/11/2020","67.80","67.62","69.45","67.36","377.50K","1.04%"
"03/10/2020","67.10","68.67","68.67","65.63","687.87K","-3.15%"
"03/06/2020","69.28","70.49","70.49","68.84","1.74M","-1.60%"
"03/05/2020","70.41","73.45","73.45","69.97","2.19M","-4.14%"
"03/04/2020","73.45","75.19","75.19","73.36","147.98K","-1.52%"
"03/03/2020","74.58","74.75","76.84","74.23","227.70K","-0.23%"
"03/02/2020","74.75","74.75","77.10","73.88","149.45K","0.58%"
"02/28/2020","74.32","75.62","75.62","74.14","1.57M","-2.29%"
"02/27/2020","76.06","76.49","76.93","75.71","61.65K","0.58%"
"02/26/2020","75.62","77.36","77.36","75.53","137.94K","-2.25%"
"02/25/2020","77.36","78.23","78.23","76.49","61.67K","-0.90%"
"02/24/2020","78.06","78.23","79.10","77.79","217.58K","-0.22%"
"02/20/2020","78.23","77.36","79.53","77.36","1.36M","0.12%"
"02/19/2020","78.14","76.84","79.10","76.49","87.16K","2.04%"
"02/18/2020","76.58","75.88","76.93","74.49","139.11K","3.04%"
"02/17/2020","74.32","74.75","75.19","74.23","383.11K","0.00%"
"02/14/2020","74.32","76.06","76.49","73.54","1.03M","-1.95%"
"02/13/2020","75.80","77.36","77.36","75.62","199.56K","-1.90%"
"02/12/2020","77.27","78.14","78.14","77.10","189.07K","-3.38%"
"02/11/2020","79.97","80.84","80.84","79.88","2.63M","-0.53%"
"02/10/2020","80.40","81.71","81.71","80.40","791.45K","0.32%"
"02/07/2020","80.14","80.84","80.84","79.97","1.06M","0.00%"
"02/06/2020","80.14","82.40","82.40","79.97","741.49K","-0.87%"
"02/05/2020","80.84","80.84","80.84","80.75","71.02K","0.65%"
"02/03/2020","80.32","80.84","82.58","80.05","280.33K","0.44%"
"01/31/2020","79.97","79.88","80.84","79.79","871.38K","0.00%"
"01/30/2020","79.97","80.40","80.58","79.88","1.47M","0.00%"
"01/29/2020","79.97","80.40","80.84","79.97","4.33M","-1.08%"
"01/28/2020","80.84","80.40","80.84","80.23","177.76K","0.00%"
"01/27/2020","80.84","81.71","81.71","80.58","88.79K","-0.53%"
"01/24/2020","81.27","81.53","82.05","79.97","1.82M","0.00%"
"01/23/2020","81.27","80.84","81.53","80.75","147.13K","1.63%"
"01/22/2020","79.97","80.75","81.27","79.97","4.41M","0.00%"
"01/21/2020","79.97","78.40","80.84","78.23","540.32K","2.22%"
"01/20/2020","78.23","79.10","79.10","77.79","148.93K","0.12%"
"01/17/2020","78.14","79.97","79.97","77.36","328.25K","-2.29%"
"01/16/2020","79.97","79.97","79.97","79.53","21.86K","0.23%"
"01/14/2020","79.79","80.75","80.75","79.01","28.32K","1.10%"
"01/13/2020","78.92","80.49","81.62","78.66","220.82K","-2.16%"
"01/09/2020","80.66","79.97","81.71","79.97","130.37K","0.86%"
"01/08/2020","79.97","81.71","81.71","79.97","76.48K","-1.91%"
"01/07/2020","81.53","82.14","82.14","81.45","10.71K","-0.22%"
"01/06/2020","81.71","82.58","82.58","81.71","60.65K","-1.05%"
"01/03/2020","82.58","82.66","82.66","82.40","131.62K","0.00%"
"01/02/2020","82.58","83.44","83.44","82.31","244.25K","0.00%"
"12/31/2019","82.58","84.31","84.31","82.31","155.07K","-0.94%"
"12/30/2019","83.36","84.75","84.75","83.27","321.12K","-1.13%"
"12/27/2019","84.31","84.31","85.62","84.23","59.71K","0.09%"
"12/26/2019","84.23","83.88","85.70","83.88","8.91K","0.95%"
"12/24/2019","83.44","83.53","83.88","83.36","240.03K","0.00%"
"12/23/2019","83.44","84.23","84.23","83.36","70.49K","-0.63%"
"12/20/2019","83.97","84.75","84.75","83.88","38.49K","-0.40%"
"12/19/2019","84.31","84.31","85.18","84.23","25.10K","0.00%"
"12/18/2019","84.31","84.75","84.75","84.05","42.14K","0.00%"
"12/17/2019","84.31","83.88","84.75","83.79","247.26K","0.51%"
"12/16/2019","83.88","85.01","85.01","83.71","235.64K","0.00%"
"12/13/2019","83.88","83.88","85.10","83.88","396.48K","0.11%"
"12/12/2019","83.79","85.10","85.10","83.53","1.56M","-1.03%"
"12/10/2019","84.66","84.31","84.75","84.05","40.65K","0.42%"
"12/09/2019","84.31","85.18","85.18","83.88","299.21K","-1.02%"
"12/06/2019","85.18","85.10","85.18","85.01","207.09K","0.09%"
"12/05/2019","85.10","85.62","85.62","85.01","228.40K","-0.09%"
"12/04/2019","85.18","86.49","86.49","85.18","725.51K","-1.01%"
"12/03/2019","86.05","86.05","86.49","85.96","452.14K","0.20%"
"12/02/2019","85.88","87.01","87.01","85.18","254.84K","-1.30%"
"11/29/2019","87.01","88.57","88.66","86.66","780.70K","-0.89%"
"11/28/2019","87.79","88.66","89.09","87.36","3.11M","1.00%"
"11/27/2019","86.92","87.01","87.36","86.49","34.76K","-0.40%"
"11/26/2019","87.27","87.62","87.96","87.01","120.25K","-0.30%"
"11/25/2019","87.53","88.66","88.66","87.44","41.73K","-0.59%"
"11/22/2019","88.05","89.53","89.53","87.96","134.22K","-0.19%"
"11/21/2019","88.22","88.83","89.53","87.96","654.15K","-0.69%"
"11/20/2019","88.83","89.96","89.96","87.79","538.51K","-1.26%"
"11/19/2019","89.96","89.35","90.40","89.35","1.49M","1.66%"
"11/18/2019","88.49","87.01","89.35","87.01","3.14M","2.84%"
"11/15/2019","86.05","86.05","86.14","85.70","1.11M","0.00%"
"11/14/2019","86.05","86.05","86.75","85.62","176.73K","0.41%"
"11/13/2019","85.70","86.05","86.83","85.62","866.09K","-0.21%"
"11/08/2019","85.88","85.01","86.05","84.83","29.91K","1.65%"
"11/07/2019","84.49","85.18","85.18","84.31","21.37K","-0.31%"
"11/06/2019","84.75","85.18","86.05","84.75","58.50K","-0.41%"
"11/05/2019","85.10","86.05","86.05","85.01","116.46K","-1.00%"
"11/04/2019","85.96","86.05","86.05","85.79","298.67K","0.92%"
"11/01/2019","85.18","84.31","86.05","84.23","2.38M","1.13%"
"10/31/2019","84.23","84.31","84.31","84.05","479.25K","-0.09%"
"10/30/2019","84.31","84.31","84.31","83.44","75.70K","-0.82%"
"10/29/2019","85.01","85.18","85.18","85.01","49.09K","-0.20%"
"10/28/2019","85.18","86.05","86.05","85.01","201.41K","-0.51%"
"10/25/2019","85.62","86.05","86.05","85.44","66.76K","0.41%"
"10/24/2019","85.27","86.05","86.05","85.18","166.54K","-0.91%"
"10/23/2019","86.05","86.83","86.83","85.88","49.18K","0.00%"
"10/22/2019","86.05","86.92","86.92","85.88","351.63K","0.00%"
"10/21/2019","86.05","86.49","86.49","85.88","163.49K","0.10%"
"10/18/2019","85.96","85.62","86.05","85.62","140.36K","0.09%"
"10/17/2019","85.88","85.53","86.05","82.58","409.30K","0.82%"
"10/16/2019","85.18","86.05","86.05","85.01","188.33K","0.00%"
"10/15/2019","85.18","86.92","86.92","85.01","484.94K","-1.01%"
"10/14/2019","86.05","86.92","86.92","85.96","905.22K","0.00%"
"10/11/2019","86.05","86.92","86.92","85.88","403.93K","-0.10%"
"10/10/2019","86.14","86.92","86.92","85.96","1.94M","0.10%"
"10/09/2019","86.05","86.92","87.79","85.96","2.26M","-0.90%"
"10/08/2019","86.83","86.92","86.92","86.05","15.19K","0.91%"
"10/07/2019","86.05","87.01","87.01","85.62","179.77K","-0.10%"
"10/04/2019","86.14","85.62","86.75","85.62","4.91K","0.71%"
"10/03/2019","85.53","85.18","86.83","84.75","25.39K","0.41%"
"10/02/2019","85.18","86.92","86.92","85.10","5.77K","0.00%"
"10/01/2019","85.18","85.62","85.62","85.10","82.11K","-0.11%"
"09/30/2019","85.27","86.92","86.92","85.18","4.26K","-0.91%"
"09/27/2019","86.05","86.92","90.40","85.62","70.76K","0.10%"
"09/26/2019","85.96","85.18","86.05","85.10","53.43K","0.92%"
"09/25/2019","85.18","85.36","86.92","85.18","11.60K","-0.11%"
"09/24/2019","85.27","86.14","86.49","85.18","13.15K","-1.31%"
"09/23/2019","86.40","86.92","86.92","86.31","5.13K","-0.60%"
"09/20/2019","86.92","86.75","88.57","86.66","203.70K","0.00%"
"09/19/2019","86.92","88.66","88.66","86.75","514.31K","-1.86%"
"09/18/2019","88.57","88.66","89.09","88.49","10.36K","-0.10%"
"09/17/2019","88.66","89.53","89.53","88.57","41.43K","-0.97%"
"09/16/2019","89.53","90.48","90.48","89.53","23.45K","-0.48%"
"09/12/2019","89.96","91.27","91.27","89.53","7.07K","0.98%"
"09/11/2019","89.09","89.44","89.53","89.09","48.62K","0.19%"
"09/10/2019","88.92","89.44","89.44","88.66","73.66K","-0.29%"
"09/09/2019","89.18","90.14","90.31","88.83","56.77K","-1.07%"
"09/06/2019","90.14","91.44","91.44","89.53","226.33K","-2.17%"
"09/05/2019","92.14","92.57","92.92","92.05","256.36K","-0.46%"
"09/04/2019","92.57","93.01","93.01","92.57","5.04K","-0.47%"
"09/03/2019","93.01","93.53","93.87","92.57","96.53K","-0.56%"
"09/02/2019","93.53","93.87","93.87","93.44","9.64K","-0.09%"
"08/30/2019","93.61","94.05","94.66","93.53","203.66K","-0.28%"
"08/29/2019","93.87","94.31","94.31","93.01","20.94K","0.92%"
"08/28/2019","93.01","93.01","93.09","92.57","11.25K","0.00%"
"08/27/2019","93.01","91.70","93.44","91.70","192.95K","0.94%"
"08/26/2019","92.14","93.01","93.79","91.44","47.63K","0.00%"
"08/23/2019","92.14","92.14","93.01","91.44","40.05K","0.20%"
"08/22/2019","91.96","92.66","93.01","91.35","49.93K","-1.13%"
"08/21/2019","93.01","93.35","94.57","92.83","149.69K","0.86%"
"08/20/2019","92.22","91.53","93.79","91.53","465.35K","0.95%"
"08/19/2019","91.35","92.66","92.66","91.27","38.85K","-0.86%"
"08/16/2019","92.14","93.01","93.87","91.88","15.05K","0.00%"
"08/15/2019","92.14","93.87","94.31","91.79","692.94K","-2.84%"
"08/13/2019","94.83","97.35","97.35","93.09","143.43K","1.11%"
"08/09/2019","93.79","91.27","97.79","91.27","308.74K","2.67%"
"08/08/2019","91.35","93.01","93.01","91.27","60.14K","-1.78%"
"08/07/2019","93.01","90.40","93.01","90.05","16.21K","2.89%"
"08/06/2019","90.40","91.27","91.27","89.88","9.60K","-1.14%"
"08/05/2019","91.44","92.14","93.87","91.27","8.01K","0.29%"
"08/02/2019","91.18","93.01","93.01","87.88","504.01K","-1.50%"
"08/01/2019","92.57","96.48","96.48","91.70","56.69K","-3.01%"
"07/31/2019","95.44","95.61","97.35","94.74","381.07K","-1.08%"
"07/30/2019","96.48","98.39","99.96","95.18","387.99K","-1.86%"
"07/29/2019","98.31","95.18","99.09","95.18","454.06K","3.39%"
"07/26/2019","95.09","95.18","95.18","94.57","513.06K","0.37%"
"07/25/2019","94.74","90.83","96.48","90.57","270.18K","4.91%"
"07/24/2019","90.31","88.66","90.57","88.22","83.43K","2.46%"
"07/23/2019","88.14","87.36","88.57","86.92","57.18K","1.00%"
"07/22/2019","87.27","88.66","88.66","86.92","309.81K","-0.89%"
"07/19/2019","88.05","86.05","89.09","86.05","37.86K","2.84%"
"07/18/2019","85.62","84.75","86.05","84.31","58.73K","1.45%"
"07/17/2019","84.40","82.75","85.01","81.88","365.84K","3.08%"
"07/15/2019","81.88","81.79","82.75","81.71","75.28K","0.32%"
"07/12/2019","81.62","82.40","83.36","80.84","3.62K","-0.52%"
"07/11/2019","82.05","82.40","82.40","80.75","60.00K","1.28%"
"07/10/2019","81.01","82.58","82.58","80.84","240.13K","-1.48%"
"07/09/2019","82.23","83.01","83.01","81.97","330.73K","-0.94%"
"07/08/2019","83.01","84.31","84.49","82.75","87.48K","-1.45%"
"07/05/2019","84.23","84.14","85.01","82.58","27.13K","1.36%"
"07/04/2019","83.10","82.40","83.88","82.14","12.18K","0.96%"
"07/03/2019","82.31","81.71","82.40","81.01","9.69K","0.41%"
"07/02/2019","81.97","80.84","83.88","80.84","21.93K","1.40%"
"07/01/2019","80.84","80.84","81.71","80.40","113.69K","1.20%"
"06/28/2019","79.88","80.84","80.84","79.79","893.44K","-0.11%"
"06/27/2019","79.97","80.23","80.84","79.97","26.17K","0.55%"
"06/26/2019","79.53","80.40","80.40","79.45","11.65K","0.10%"
"06/25/2019","79.45","79.97","79.97","79.45","6.00K","-0.65%"
"06/24/2019","79.97","80.66","80.66","79.27","28.82K","-0.65%"
"06/21/2019","80.49","81.27","81.62","80.40","13.86K","-0.96%"
"06/20/2019","81.27","81.45","81.71","81.18","45.51K","-0.11%"
"06/19/2019","81.36","82.14","82.14","81.27","68.63K","-0.43%"
"06/18/2019","81.71","82.40","82.40","81.27","1.84M","0.54%"
"06/17/2019","81.27","82.40","82.40","80.84","24.23K","0.43%"
"06/14/2019","80.92","80.84","81.71","80.84","8.87K","-0.22%"
"06/13/2019","81.10","82.49","82.49","80.84","23.94K","-1.47%"
"06/12/2019","82.31","81.88","82.40","81.62","8.89K","0.96%"
"06/11/2019","81.53","80.40","81.62","80.05","7.44K","1.73%"
"06/10/2019","80.14","79.27","80.84","79.10","4.64K","0.77%"
"06/07/2019","79.53","79.10","79.53","78.32","6.27K","1.66%"
"06/06/2019","78.23","77.79","79.10","77.79","148.07K","0.00%"
"06/04/2019","78.23","78.66","79.10","78.23","237.22K","-1.10%"
"06/03/2019","79.10","79.79","79.79","78.66","12.77K","-0.65%"
"05/31/2019","79.62","80.40","80.40","79.19","4.13K","-0.87%"
"05/30/2019","80.32","80.40","80.40","80.23","296.51K","0.34%"
"05/29/2019","80.05","81.71","85.18","79.97","8.78K","0.21%"
"05/28/2019","79.88","78.75","79.97","78.75","3.09K","1.55%"
"05/27/2019","78.66","79.10","79.10","78.66","80.07K","0.43%"
"05/24/2019","78.32","78.66","79.10","78.23","15.89K","-0.43%"
"05/23/2019","78.66","78.66","78.66","78.23","30.80K","0.55%"
"05/22/2019","78.23","78.23","79.10","78.23","67.42K","0.00%"
"05/21/2019","78.23","78.23","78.23","77.45","141.18K","1.12%"
"05/17/2019","77.36","77.79","77.79","77.01","59.01K","0.12%"
"05/16/2019","77.27","77.71","77.71","77.10","18.80K","-0.67%"
"05/15/2019","77.79","78.14","78.23","77.27","32.96K","-0.45%"
"05/14/2019","78.14","78.23","78.32","77.62","688.45K","-0.12%"
"05/13/2019","78.23","78.23","80.32","78.23","9.45K","0.00%"
"05/10/2019","78.23","79.97","79.97","78.14","208.53K","0.00%"
"05/09/2019","78.23","79.97","79.97","78.14","526.93K","-0.87%"
"05/08/2019","78.92","79.10","79.10","78.66","18.83K","-0.77%"
"05/07/2019","79.53","79.10","80.32","79.10","27.65K","-0.44%"
"05/06/2019","79.88","80.75","80.75","79.10","157.11K","-0.76%"
"05/03/2019","80.49","79.79","80.84","79.79","110.45K","1.09%"
"05/02/2019","79.62","79.71","80.84","79.53","19.22K","-0.44%"
"04/30/2019","79.97","79.97","80.66","78.84","277.18K","0.65%"
"04/29/2019","79.45","79.97","79.97","78.75","283.65K","-0.54%"
"04/26/2019","79.88","80.58","80.75","79.88","38.81K","-1.08%"
"04/25/2019","80.75","81.71","81.71","80.66","1.34M","-0.11%"
"04/24/2019","80.84","80.84","81.62","80.49","22.44K","0.22%"
"04/23/2019","80.66","82.58","82.58","78.23","53.45K","-3.24%"
"04/18/2019","83.36","84.31","84.31","83.18","20.24K","-1.13%"
"04/17/2019","84.31","84.31","84.31","83.97","7.30K","0.00%"
"04/16/2019","84.31","85.18","85.18","83.53","40.71K","-0.72%"
"04/12/2019","84.92","85.18","85.18","84.66","73.52K","-0.31%"
"04/11/2019","85.18","86.05","86.05","85.18","24.10K","-0.41%"
"04/10/2019","85.53","86.05","86.05","85.53","169.25K","-0.50%"
"04/09/2019","85.96","86.75","86.75","85.62","42.79K","-0.91%"
"04/08/2019","86.75","86.83","86.83","86.49","3.28K","-0.20%"
"04/05/2019","86.92","86.92","86.92","86.66","2.73K","0.00%"
"04/04/2019","86.92","88.66","88.66","86.14","235.34K","0.00%"
"04/03/2019","86.92","89.53","89.53","86.92","476.65K","0.40%"
"04/02/2019","86.57","88.57","89.53","86.49","3.03K","-0.21%"
"04/01/2019","86.75","89.53","89.53","86.05","1.01K","1.12%"
"03/29/2019","85.79","86.05","86.92","85.62","32.34K","1.82%"
"03/28/2019","84.26","84.43","85.37","84.00","215.13K","0.00%"
"03/27/2019","84.26","84.69","84.69","84.26","200.74K","-0.51%"
"03/26/2019","84.69","83.83","84.69","83.83","4.10K","0.62%"
"03/25/2019","84.17","85.54","85.54","83.83","251.32K","-0.31%"
"03/22/2019","84.43","85.54","85.54","83.83","16.18K","0.20%"
"03/21/2019","84.26","84.69","84.69","84.26","43.18K","-0.51%"
"03/19/2019","84.69","85.97","85.97","84.09","158.12K","-0.99%"
"03/18/2019","85.54","84.69","85.54","84.69","870.23K","1.00%"
"03/15/2019","84.69","84.26","85.54","84.26","241.57K","0.00%"
"03/14/2019","84.69","82.98","85.54","82.98","101.74K","2.06%"
"03/13/2019","82.98","85.54","85.54","82.98","290.05K","-2.99%"
"03/12/2019","85.54","85.11","85.63","85.11","17.27K","-0.60%"
"03/11/2019","86.06","87.42","87.42","85.11","189.76K","-1.36%"
"03/08/2019","87.25","88.71","88.71","86.83","655.58K","-1.73%"
"03/07/2019","88.79","88.11","89.82","88.11","1.62K","0.77%"
"03/06/2019","88.11","88.54","88.62","87.94","51.53K","0.00%"
"03/05/2019","88.11","88.54","88.54","87.94","72.08K","0.00%"
"03/01/2019","88.11","90.67","90.67","87.85","67.67K","-2.27%"
"02/28/2019","90.16","91.53","91.53","89.82","407.45K","-1.40%"
"02/27/2019","91.44","92.30","92.39","91.10","11.98K","-0.93%"
"02/26/2019","92.30","91.70","92.39","91.10","14.20K","1.80%"
"02/25/2019","90.67","92.21","92.21","89.82","134.06K","-1.04%"
"02/22/2019","91.62","91.53","92.39","91.10","12.94K","0.38%"
"02/21/2019","91.27","92.47","92.47","90.67","334.69K","-1.30%"
"02/20/2019","92.47","93.67","93.67","92.39","31.38K","-1.28%"
"02/18/2019","93.67","94.10","94.10","93.50","6.78K","-0.28%"
"02/15/2019","93.93","94.95","94.95","93.75","29.51K","-1.07%"
"02/14/2019","94.95","95.38","95.38","94.87","3.30K","0.00%"
"02/13/2019","94.95","95.12","95.12","94.87","3.26K","-0.09%"
"02/12/2019","95.04","95.21","95.38","94.95","14.71K","-0.26%"
"02/11/2019","95.29","95.38","95.72","95.21","252.12K","0.00%"
"02/08/2019","95.29","95.38","95.38","95.21","138.18K","-0.37%"
"02/07/2019","95.64","96.15","96.15","95.47","76.29K","-0.44%"
"02/06/2019","96.06","96.66","96.66","95.81","92.65K","-1.50%"
"02/05/2019","97.52","97.52","97.95","97.43","66.19K","0.00%"
"02/01/2019","97.52","97.52","98.20","97.43","34.86K","0.00%"
"01/31/2019","97.52","98.29","98.29","97.52","244.01K","0.00%"
"01/30/2019","97.52","98.37","98.37","97.52","147.23K","-0.17%"
"01/29/2019","97.69","98.37","98.37","97.52","41.89K","0.09%"
"01/28/2019","97.60","97.52","98.37","97.09","42.45K","0.53%"
"01/25/2019","97.09","97.43","97.43","96.75","48.18K","0.44%"
"01/24/2019","96.66","96.66","97.35","96.66","12.83K","-0.09%"
"01/23/2019","96.75","97.43","97.43","96.66","267.24K","-0.62%"
"01/22/2019","97.35","97.52","97.52","97.26","1.95K","-0.17%"
"01/21/2019","97.52","97.77","98.37","97.43","670.25K","-0.44%"
"01/18/2019","97.95","98.20","98.37","97.95","241.11K","-0.25%"
"01/17/2019","98.20","98.46","98.46","98.03","14.38K","-0.17%"
"01/16/2019","98.37","97.69","98.37","97.69","179.24K","0.70%"
"01/14/2019","97.69","98.37","98.37","97.52","297.61K","0.17%"
"01/11/2019","97.52","97.52","98.37","97.43","1.42M","0.00%"
"01/10/2019","97.52","97.52","97.52","97.52","31.73K","0.71%"
"01/09/2019","96.83","97.52","98.29","96.66","873.75K","-0.71%"
"01/08/2019","97.52","98.37","98.37","97.43","187.34K","-0.86%"
"01/07/2019","98.37","97.95","98.37","97.95","7.44K","0.00%"
"01/04/2019","98.37","98.37","98.37","97.52","50.34K","0.00%"
"01/03/2019","98.37","98.37","98.80","98.29","76.57K","-0.44%"
"01/02/2019","98.80","99.14","99.14","98.37","5.72K","0.44%"
"12/31/2018","98.37","98.37","98.37","97.95","21.28K","0.00%"
"12/28/2018","98.37","98.37","98.72","98.20","435.80K","-0.09%"
"12/27/2018","98.46","98.37","98.80","98.37","107.58K","0.09%"
"12/26/2018","98.37","98.37","99.14","98.37","13.93K","0.08%"
"12/24/2018","98.29","98.46","98.46","98.29","7.35K","-0.52%"
"12/21/2018","98.80","99.23","99.23","98.54","30.96K","-0.43%"
"12/20/2018","99.23","98.80","99.23","98.54","2.47K","0.87%"
"12/19/2018","98.37","98.80","98.89","98.37","86.29K","-0.78%"
"12/18/2018","99.14","99.23","99.23","98.89","47.87K","-0.09%"
"12/17/2018","99.23","100.26","100.26","98.80","42.43K","0.00%"
"12/14/2018","99.23","99.23","100.08","98.46","25.72K","0.00%"
"12/13/2018","99.23","100.94","100.94","99.14","1.78M","-0.08%"
"12/12/2018","99.31","101.37","101.37","99.23","61.49K","0.08%"
"12/11/2018","99.23","100.26","100.51","99.23","1.70M","-1.53%"
"12/10/2018","100.77","101.37","101.37","100.08","150.71K","-0.84%"
"12/07/2018","101.62","101.80","101.80","100.94","95.20K","0.00%"
"12/06/2018","101.62","102.14","102.14","101.03","8.63K","-0.59%"
"12/05/2018","102.22","100.94","102.22","100.94","14.84K","1.70%"
"12/04/2018","100.51","102.22","102.22","100.08","13.96K","-1.51%"
"12/03/2018","102.05","100.94","102.65","100.94","106.91K","1.44%"
"11/30/2018","100.60","100.08","101.03","99.23","44.37K","0.86%"
"11/29/2018","99.74","99.23","99.74","98.63","6.72K","0.61%"
"11/28/2018","99.14","98.46","99.23","98.37","13.46K","0.61%"
"11/27/2018","98.54","98.37","99.23","96.66","195.13K","1.94%"
"11/26/2018","96.66","98.37","98.80","96.66","7.30K","0.45%"
"11/23/2018","96.23","96.41","96.66","96.23","114.28K","-0.27%"
"11/21/2018","96.49","96.66","96.66","96.41","713.82K","-0.18%"
"11/19/2018","96.66","97.52","97.52","96.58","1.27M","-0.96%"
"11/16/2018","97.60","97.60","97.95","97.52","123.87K","0.08%"
"11/15/2018","97.52","98.46","98.46","97.52","103.15K","0.27%"
"11/14/2018","97.26","95.81","101.54","95.81","46.33K","-1.13%"
"11/13/2018","98.37","98.46","99.23","97.95","372.43K","0.00%"
"11/12/2018","98.37","100.00","100.08","97.95","114.61K","-0.61%"
"11/09/2018","98.97","98.72","99.66","98.29","114.83K","-0.17%"
"11/08/2018","99.14","101.80","101.80","98.46","127.54K","-1.87%"
"11/07/2018","101.03","106.50","106.50","99.66","126.39K","-5.06%"
"11/05/2018","106.41","106.93","107.27","106.07","52.09K","0.40%"
"11/02/2018","105.99","105.22","106.93","105.22","503.20K","1.73%"
"11/01/2018","104.19","100.94","104.36","99.66","341.38K","3.31%"
"10/31/2018","100.85","97.52","102.65","97.52","160.72K","3.41%"
"10/30/2018","97.52","98.37","98.80","97.09","216.13K","0.00%"
"10/29/2018","97.52","95.38","98.37","95.38","173.44K","3.36%"
"10/26/2018","94.35","92.39","94.95","92.04","414.71K","2.32%"
"10/25/2018","92.21","93.24","93.24","91.96","168.50K","-0.65%"
"10/23/2018","92.81","93.24","93.24","92.56","14.42K","-0.38%"
"10/22/2018","93.16","93.24","93.24","92.90","3.54K","0.38%"
"10/19/2018","92.81","94.52","94.52","92.81","51.39K","-2.00%"
"10/18/2018","94.70","94.95","94.95","94.10","2.98K","0.64%"
"10/17/2018","94.10","95.72","95.72","94.01","718.17K","0.00%"
"10/16/2018","94.10","96.41","96.41","93.67","54.65K","-0.08%"
"10/15/2018","94.18","95.81","95.81","94.10","46.21K","-1.35%"
"10/12/2018","95.47","96.41","96.41","94.95","29.68K","-0.79%"
"10/11/2018","96.23","96.58","96.58","95.04","30.53K","-0.09%"
"10/10/2018","96.32","97.43","97.43","95.89","8.52K","-0.35%"
"10/09/2018","96.66","97.52","97.52","96.58","239.29K","-0.88%"
"10/08/2018","97.52","96.66","97.77","96.66","61.04K","0.44%"
"10/05/2018","97.09","95.81","97.52","95.81","12.51K","0.89%"
"10/04/2018","96.23","95.81","96.66","95.81","187.33K","0.89%"
"10/03/2018","95.38","95.81","95.81","94.95","95.80K","-0.45%"
"10/02/2018","95.81","95.89","96.66","94.95","240.26K","-0.44%"
"10/01/2018","96.23","97.43","97.43","95.81","4.26K","-0.44%"
"09/28/2018","96.66","97.43","97.52","96.58","36.21K","-0.09%"
"09/27/2018","96.75","98.37","98.37","96.58","78.83K","-0.79%"
"09/26/2018","97.52","97.52","97.95","97.18","61.11K","0.00%"
"09/25/2018","97.52","98.03","98.80","97.26","140.21K","-0.08%"
"09/21/2018","97.60","98.80","98.80","97.52","111.26K","-1.04%"
"09/20/2018","98.63","100.08","100.08","98.54","20.38K","-0.94%"
"09/19/2018","99.57","99.66","101.80","99.23","502.68K","-0.09%"
"09/18/2018","99.66","102.22","102.22","99.66","208.71K","-2.50%"
"09/17/2018","102.22","102.65","102.65","102.22","10.38K","-0.25%"
"09/14/2018","102.48","103.08","103.16","102.22","173.60K","-1.00%"
"09/13/2018","103.51","104.02","104.36","102.91","7.00K","-0.81%"
"09/12/2018","104.36","105.05","105.22","103.93","38.88K","-0.82%"
"09/11/2018","105.22","105.22","105.64","105.05","256.23K","0.00%"
"09/10/2018","105.22","106.07","106.07","105.22","5.67K","-0.73%"
"09/07/2018","105.99","105.82","106.07","105.64","6.05K","0.16%"
"09/06/2018","105.82","106.50","106.50","105.64","3.00K","0.00%"
